alg,puzzle_size,f%,instance_id,instance_path,ants,subcolonies,q0,rho,bve,safreq,timeout,success_rate,time_mean,time_std,iter_mean,with_comm,without_comm
0,16x16,,122,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,123,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00012,0.0,1.0,,
0,16x16,,124,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,125,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,126,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,127,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00012,0.0,1.0,,
0,16x16,,128,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00027,0.0,1.0,,
0,16x16,,129,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,130,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,131,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,132,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00011,0.0,1.0,,
0,16x16,,133,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,134,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00012,0.0,1.0,,
0,16x16,,135,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,136,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,137,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,138,,10,4,0.9,0.9,0.005,0,20.0,100.0,9e-05,0.0,1.0,,
0,16x16,,139,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.0001,0.0,1.0,,
0,16x16,,140,,10,4,0.9,0.9,0.005,0,20.0,100.0,0.00013,0.0,1.0,,
